ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,ADU_CAT,ADU_ES,ADU_EN
160,ARG1 ,1.0,AGAINST,,,segons l'oficina d'ocupació el normal és que un treball de jornada completa es treballi quaranta hores setmanals repartides en vuit hores diàries,según la oficina de ocupación el normal es que un trabajo de jornada completa se trabaje cuarenta horas semanales repartidas en ocho horas diarias,according to the office of occupancy the normal is that a work of complete day work  forty weekly hours delivered at eight daily hours
161,ARG1 ,1.0,AGAINST,160,RA,això és contrari al que dura un embaràs i seria legitimar un sistema d'explotació únicament a les dones,esto es contrario al que dura un embarazo y seria legitimar un sistema de explotación únicamente a las mujeres,this is contrary at the that lasts a pregnancy and would be to legitimate a system of exploitation only at the wives
162,ARG1 ,1.0,AGAINST,161,RA,podria suposar un precedent a l'hora de legalitzar l'explotació laboral,podría suponer un precedente en la hora de legalizar la explotación laboral,could suppose a precedent at the hour to legalise the labour exploitation
163,ARG1 ,1.0,AGAINST,161,RA,i que també comportaria un pas enrere en tots els drets de les dones que hem aconseguit durant tots aquests anys,y que también comportaría un paso atrás en todos los derechos de las mujeres que hemos conseguido durante todos estos años,and that also would comport a step back at all the laws of the wives that have achieved during all these years
164,ARG1 ,1.0,AGAINST,70,RA,la maternitat subrogada es convertís en l'única sortida per a les dones més vulnerables i la fal·làcia de la lliure elecció,la maternidad subrogada se convirtiera en la única salida para las mujeres más vulnerables y la falacia de la libre elección,the surrogacy converted  at the only start for the most vulnerable wives and the fallacy of the free election
165,ARG1 ,1.0,AGAINST,164,RA,hi ha una relació de poder entre classes,hay una relación de poder entre clases,there is an account of power among classes
166,ARG1 ,1.0,AGAINST,165,RA,de com uns pocs s'aprofiten de la situació desfavorable d'altres,de cómo unos pocos se aprovechan de la situación desfavorable otras,of how some few take advantage of  of the unfavourable situation of other
167,ARG1 ,1.0,AGAINST,166,RA,si legalitzem la gestació subrogada es perpetua aquest sistema d'explotació,si legalizamos la gestación subrogada se perpetúa este sistema de explotación,if we legalise the surrogacy perpetuates  this system of exploitation
168,ARG1 ,1.0,AGAINST,167,RA,i com podem observar en aquest gràfic la dona tan sols rep un quinze per cent del total del que es paga,y como podemos observar en este gráfico la mujer tan solo recibe un quince por ciento del total del que se paga,and how can observe at this chart the wife as only gets a fifteen percent of the total of the that pays
169,ARG1 ,1.0,AGAINST,168,RA,la gestació subrogada altruista no és realista,la gestación subrogada altruista no es realista,the surrogacy altruistic is not realistic
170,ARG1 ,1.0,AGAINST,169,RA,és lliure una dona que ha de triar entre donar de menjar als seus fills o ser mare gestant,es libre una mujer que tiene que elegir entre dar de comer a sus hijos o ser madre gestante,is hand a wife that has to elect among giving to eat at his children or be mother gestant
171,ARG1 ,1.0,AGAINST,,,no,no,no
172,ARG1 ,1.0,AGAINST,,,si un nen o una nena no és com esperen què fan,si un niño o una niña no es como esperan qué hacen,if a boy or a girl is not how expect what make
173,ARG1 ,1.0,AGAINST,172,RA,el tornen,lo vuelven,return it
174,ARG1 ,1.0,AGAINST,172;173,RA,això passa en països com a ucraïna,esto pasa en países como ucraïna,this passes at countries as a ucraïna
175,ARG1 ,1.0,AGAINST,174,RA,que s'estan creant orfenats per aquests nens i nenes que es consideren defectuosos,que se están creando orfanatos por estos niños y niñas que se consideren defectuosos,that are creating  orphanages for these boys and girls that consider  defective
176,ARG1 ,1.0,AGAINST,,,ser mare i pare no és un dret,ser madre y padre no es un derecho,be mother and father is not a law
177,ARG1 ,1.0,AGAINST,176,RA,és un desig,es un deseo,is a wish
178,ARG1 ,1.0,AGAINST,,,és legítim poder comprar-ho tot,es legítimo poder comprarlo todo,is legitimate to can buy it every
179,ARG1 ,1.0,AGAINST,178,RA,no,no,no
180,ARG1 ,1.0,AGAINST,176,RA,una família no és més que un constructe social i no cal que els teus fills o filles tinguin els teus mateixos gens,una familia no es más que un constructo social y no hace falta que tus hijos o hijas tengan tus mismos nada,a family is not more that a constructe social and does not be necessary that your children or daughters have your same genes
181,ARG1 ,,FAVOUR,,,vosté no creu que realment si l'estat dóna oportunitats i per tant dóna oportunitats de poder escollir a la dona,usted no cree que realmente si el estado da oportunidades y por tanto da oportunidades de poder escoger a la mujer,you does not think that really if the state gives opportunities and therefore it gives opportunities to be able to choose at the wife
182,ARG1 ,,FAVOUR,181,RA,en tant que dóna un nou sistema per poder tindre fills,en cuanto que da un nuevo sistema para poder tener hijos,at so much that gives a new system to be able to have children
183,ARG1 ,,FAVOUR,181,RA,no estaríem augmentant la seva llibertat,no estaríamos aumentando su libertad,would not be augmenting his liberty
184,ARG1 ,,AGAINST,183,CA,no,no,no
185,ARG1 ,2.0,AGAINST,,,i retallar la seua llibertat és plasmar en un contracte fins on pot arribar i si pot o no fer coses com per exemple avortar,y recortar su libertad es plasmar en un contrato hasta donde puede llegar y si puede o no hacer cosas como por ejemplo abortar,and trim his liberty is to reflect at an agreement until where can arrive and if it can or not making things how for example abort
186,ARG1 ,2.0,AGAINST,,,el neonatòleg nils bergman diu que el pitjor que li pot passar a un nounat és que li separen de la seua mare,lo neonatòleg nils bergman dice que el peor que le puede pasar a un neonato es que le separan de su madre,the neonatòleg nils bergman says that the worst that can pass him at a nounat is that they part his mother's him
187,ARG1 ,2.0,AGAINST,186,RA,parlar únicament d'economia desitjos percentatges i lleis no ens pot separar de saber què és crear aquest vincle,hablar únicamente de economía deseos porcentajes y leyes no nos puede separar de saber qué es crear este vínculo,talk only of economics wishes percentages and laws can not us part to know what is to create this tie
188,ARG1 ,2.0,AGAINST,186,RA,i de què són éssers humans que tenen desitjos i tenen particularitats i situacions diferents per evitar aquesta situació,y de qué son seres humanos que tienen deseos y tienen particularidades y situaciones diferentes para evitar esta situación,and of what are human beings that have wishes and have peculiarities and distinct situations to eschew this situation
189,ARG1 ,2.0,AGAINST,186,RA,que evidentment perjudica tant a la dona tant a la dona com el fill,que evidentemente perjudica tanto a la mujer tanto a la mujer como el hijo,that obviously prejudices so much at the wife so much at the wife how the son
190,ARG1 ,2.0,AGAINST,,,advoca per revisar els tràmits per a l'adopció,aboga para revisar los trámites para la adopción,pleads to revise the formalities for the adoption
191,ARG1 ,1.0,AGAINST,190,RA,això acabaria amb la problemàtica sense passar per l'explotació mercantilització,esto acabaría con la problemática sin pasar por la explotación mercantilización,this would end with the problematic without passing for the exploitation mercantilització
192,ARG2,1.0,FAVOUR,164,MA,ha parlat de les desigualtat cap aquesta en situacions precàries i ha dit que no existeix la llibertat,ha hablado de las desigualdad cabe esta en situaciones precarias y ha dicho que no existe la libertado,has talked of the inequality fits this at precarious situations and has said that it does not exist the liberty
193,ARG2,2.0,FAVOUR,192,MA,totes aquestes problemàtiques que puguin néixer entorn aquest tema de la gestació subrogada vénen donades pel context en què es troba,todas estas problemáticas que puedan nacer entorno este tema de la gestación subrogada vienen dadas por el contexto en que se encuentra,all these problematic that can be born environment this motif of the surrogacy come given by the context at what finds
194,ARG2,2.0,FAVOUR,193,RA,i no per tant en l'essència d'aquest tipus de pacte,y no por lo tanto en la esencia de este tipo de pacto,and no therefore at the essence of this type of pact
195,ARG2,2.0,FAVOUR,193,RA,vivim en un context on no s'està regulant,vivimos en un contexto donde no se está regulando,live at a context where is not  regulating
196,ARG2,2.0,FAVOUR,195,RA,i per tant no està generant un conjunt d'efectes que donarien les garanties suficient a totes aquestes dones,y por tanto no está generando un conjunto de efectos que darían las garantías suficiente a todas estas mujeres,and therefore it is not generating a pool of effects that would give the sufficient guarantees at all these wives
197,ARG2,2.0,FAVOUR,196,RA,totes aquests no nascuts i a totes aquestes persones que volen dur a terme aquest tipus de pacte,todas estos no nacidos y a todas estas personas que quieren llevar a cabo este tipo de pacto,all these no born and at all these persons that want to carry out this type of pact
198,ARG2,,AGAINST,195,CA,no creieu que no creieu que el fet que estiga il·legalitzada ja és que està regulada,no creéis que no creéis que el hecho que esté ilegalizada ya es que está regulada,do not think that you do not think that the fact that was outlawed already is that it is regulated
199,ARG2,2.0,FAVOUR,198,CA,no,no,no
200,ARG2,2.0,FAVOUR,199,RA,no es despleguen uns efectes jurídics,no se despliegan unos efectos jurídicos,do not deploy  some juridical effects
201,ARG2,2.0,FAVOUR,200,RA,si no es desplega uns efectes jurídics,si no se despliega unos efectos jurídicos,if it does not deploy  some juridical effects
202,ARG2,2.0,FAVOUR,201,RA,no podem desplegar uns efectes materials i unes garanties,no podemos desplegar unos efectos materiales y unas garantías,can not deploy some material effects and some guarantees
203,ARG2,2.0,FAVOUR,202,RA,no podem actuar,no podemos actuar,can not act
204,ARG2,1.0,FAVOUR,,,la dona està sent un objecte,la mujer está siendo un objeto,the wife is being an object
205,ARG2,1.0,FAVOUR,204,MA,però és que la dona com un ésser humà qualsevol també tenen al mateix temps una dimensió psicològica,pero es que la mujer como un ser humano cualquier también tienen al mismo tiempo una dimensión psicológica,but is that the wife how a human being any one also have at the same time a psychological dimension
206,ARG2,1.0,FAVOUR,205,RA,elles al portar establir aquest tipus de contracte saben perfectament el que s'estan obligant,ellas al llevar establecer este tipo de contrato saben perfectamente el que se están obligando,they at the take establish this type of agreement know perfectly what are obliging
207,ARG2,1.0,FAVOUR,,,ens havien dit no és que sembla que estiguin presentant el altruisme,nos habían dicho no es que parece que estén presentando el altruismo,had said us is not that it seems that they are presenting the altruism
208,ARG2,1.0,FAVOUR,207,MA,és que l'altruisme és una limitació,es que el altruismo es una limitación,is that the altruism is a limitation
209,ARG2,2.0,FAVOUR,208,RA,perquè no existeixin aquest tipus de contraprestacions,porque no existan este tipo de contraprestaciones,so that they do not exist this type of contraprestacions
210,ARG2,2.0,FAVOUR,209,RA,si l'estat no ho regula no pot eliminar aquestes desigualtats econòmiques,si el estado no lo regula no puede eliminar estas desigualdades económicas,if the state does not regulate it can not delete these economic inequalities
211,ARG2,2.0,AGAINST,,,heu parlat de decisió de la mare,habéis hablado de decisión de la madre,have talked of the mother's decision
212,ARG2,2.0,AGAINST,211,MA,però no creieu que la situació quan es firma el contracte no és la mateixa després de nou mesos d'haver portat el nen,pero no creéis que la situación cuando se firma el contrato no es la misma después de nuevo meses de haber llevado el niño,but do not think that the situation when signs  the agreement is not the same after nine months of having taken the boy
213,ARG2,2.0,FAVOUR,,,tots aquests supòsits de fet que puguin dur-se a terme sobre la reclamació filial serien regulats precisament per la nostra proposta,todos estos supuestos de hecho que puedan llevarse a cabo sobre la reclamación filial serían regulados precisamente por nuestra propuesta,all these suppositions in fact that they can carry out on the filial claim would be regulated precisely for our proposal
214,ARG2,2.0,FAVOUR,213,RA,la mare gestant hauria de tenir el dret de poder avortar just on la llei té determinada actualment,la madre gestante tendría que tener el derecho de poder abortar justo donde la ley tiene determinada actualmente,the mother gestant would have to have the law to be able to abort just where the law has determined at present
215,ARG2,2.0,FAVOUR,214,RA,els pares estarien obligats a exercir les seves obligacions paternes,los padres estarían obligados a ejercer sus obligaciones paternas,the parents would be obliged to exert his debentures paternes
216,ARG2,2.0,FAVOUR,215,RA,perquè aquests pares ja són pares de per sí,porque estos padres ya son padres de por sí,so that these parents already are parents of for aye
217,ARG2,2.0,FAVOUR,183,RA,els havia jo fet una pregunta sobre la lliure elecció,los había yo hecho una pregunta sobre la libre elección,had the ones I asked a question on the free election
218,ARG2,2.0,FAVOUR,217,RA,aquesta lliure elecció que nosaltres defensem respecte a la dona,esta libre elección que nosotros defendemos respecto a la mujer,this free election that we defend with regard to the wife
219,ARG2,2.0,FAVOUR,218,RA,és completament lliure de poder decidir el què fer amb el seu propi cos i això no pot regular-ho l'estat,es completamente libro de poder decidir el qué hacer con su propio cuerpo y esto no puede regularlo el estado,is entirely hand to be able to decide the what make with his own body and this can not regulate it the state
220,ARG2,2.0,FAVOUR,219,RA,perquè l'estat en la mesura en què posa allà una barrera no se li estan obrint portes,porque el estado en la medida en que pose allá una barrera no se le están abriendo lleves,so that the state at the size at what poses there a barrier no are him opening doors
221,ARG2,1.0,FAVOUR,220,RA,en la mesura en què no se li estan obrint portes no pot escollir,en la medida en que no se le están abriendo puertas no puede escoger,at the size at what no are him opening doors can not choose
222,ARG2,1.0,FAVOUR,221,RA,sí ara mateix a mi l'estat em deixa escollir entre blanc o negre i no entre totes les gammes de color existents,sí ahora mismo a mí el estado me deja escoger entre blanco o negro y no entre todas las gammas de color existentes,aye right now at me the state lets me choose among white or black and no among all the gammas of existent colour
223,ARG2,1.0,FAVOUR,222,MA,açò s'està reduint la llibertat,esto se está reduciendo la libertado,this is reducing  the liberty
224,ARG2,1.0,FAVOUR,222;223,RA,en tant que només puc escollir entre dues opcions,en cuanto que solo puedo escoger entre dos opciones,at so much that only can choose among two options
225,ARG2,1.0,FAVOUR,,,la ciència pot establir un òvul dins d'una mare gestant amb un esperma totalment diferent,la ciencia puede establecer un óvulo dentro de una madre gestante con un esperma totalmente diferente,the science can establish an ovule in a mother gestant with one totally distinct sperm
226,ARG2,1.0,FAVOUR,225,RA,per tant no hi ha una una vinculació biològica ,por lo tanto no hay una una vinculación biológica,therefore there is not one a biological bonding
227,ARG2,1.0,FAVOUR,225,RA,la ciència ens permet portar a terme aquest tipus de tècniques,la ciencia nos permite llevar a cabo este tipo de técnicas,the science permits us carry out this type of technicians
228,ARG2,2.0,FAVOUR,,,la culpa és el context,la culpa es el contexto,the fault is the context
229,ARG2,2.0,FAVOUR,228,MA,perquè en el context no hi ha una regulació eficaç,porque en el contexto no hay una regulación eficaz,so that at the context there is not an effective regulation
230,ARG2,2.0,FAVOUR,229,RA,no es poden desplegar uns efectes,no se pueden desplegar unos efectos,can not  deploy some effects
231,ARG2,2.0,FAVOUR,230,RA,estem desprotegint a la dona realment,estamos desprotegint a la mujer realmente,are desprotegint at the wife really
232,ARG2,2.0,FAVOUR,,,no existeix una llibertat fora de la protecció,no existe una libertad fuera de la protección,does not exist a liberty out of the protection
233,ARG2,2.0,FAVOUR,232,RA,i per tant el que hem de fer és protegir-ho,y por tanto el que tenemos que hacer es protegerlo,and therefore what have to make is to protect it
234,ARG2,2.0,FAVOUR,,,sobre el tema de l'adopció comentar ràpidament que no pot ser un substitutiu,sobre el tema de la adopción comentar rápidamente que no puede ser un sustitutivo,on the motif of the adoption comment apace that it can not be a substitutive
235,ARG2,2.0,FAVOUR,234,RA,perquè l'adopció és un sistema molt ineficaç actualment en espanya ,porque la adopción es un sistema muy ineficaz actualmente en espanya,so that the adoption is a very ineffective system at present at espanya
236,ARG2,2.0,FAVOUR,234,RA,i per això fora s'han d'anar a portar a terme adopcions internacionals,y por eso fuera se tienen que ir a llevar a cabo adopciones internacionales,and therefore out have to  go at carrying out international adoptions
237,ARG2,,AGAINST,,,l'altre equip diu sí al deu per cent de la frase objecte de debat,el otro equipo dice sí al diez por ciento de la frase objeto de debate,the other squad says aye at the ten percent of the sentence object of debate
238,ARG2,,AGAINST,155,RA,la gestació subrogada altruista tan sols comporta el deu per cent del total,la gestación subrogada altruista tan solo comporta el diez por ciento del total,the surrogacy altruist as only gate owes it percent of the total
239,ARG2,,AGAINST,,,pel tema de que no es crea vincule entre el nadó i la mare,por el tema de que no se crea vinculo entre el bebé y la madre,for the motif of that it does not create  link among the baby and the mother
240,ARG2,2.0,AGAINST,,,us mostre aquest article del neonatòleg nil bergman,os muestro este artículo del neonatòleg nil bergman,show you this article of the neonatòleg nil bergman
241,ARG2,2.0,AGAINST,239,RA,que demostra la gestació subrogada i el embaràs afecta tant al nadó com a la mare ,que demuestra la gestación subrogada y el embarazo afecta tanto al bebé como la madre,that evidences the surrogacy and the pregnancy affects so much at the baby as a the mother
242,ARG2,1.0,AGAINST,,,legalitzar la gestació subrogada no és la descripció sintètica,legalizar la gestación subrogada no es la descripción sintética,legalise the surrogacy is not the synthetic description
243,ARG2,1.0,AGAINST,242,MA,la descripció real de gestació subrogada és legalitzar la mercantilització de la dona i la cosificació del seu cos,la descripción real de gestación subrogada es legalizar la mercantilización de la mujer y la cosificación de su cuerpo,the real description of surrogacy is to legalise the mercantilització of the wife and the reification of his body
244,ARG2,1.0,AGAINST,,,el cavall de troia és el que estem defensant que no es pot fer,el caballo de troia es el que estamos defendiendo que no se puede hacer,the horse of troia is what are defending that it can not  make
245,ARG2,1.0,AGAINST,244,RA,que és la gestació subrogada,que es la gestación subrogada,that it is the surrogacy
246,ARG2,1.0,AGAINST,245,RA,perquè acaba amb la llibertat de les dones,porque acaba con la libertad de las mujeres,so that it ends with the liberty of the wives
247,ARG2,1.0,AGAINST,246,RA,són vosaltres que dieu que les dones són llibres de triar,son vosotros que decís que las mujeres son libros de elegir,are you that say that the wives are books to elect
248,ARG2,1.0,AGAINST,,,les dones no són llibres de triar,las mujeres no son libros de elegir,the wives are not books to elect
249,ARG2,1.0,AGAINST,,,qualsevol persona que es troba ací triarien la gestació subrogada per aconseguir diners per a poder mantenir la seua família,cualquier persona que se encuentra aquí elegirían la gestación subrogada para conseguir dinero para poder mantener su familia,any person that finds  here would elect the surrogacy to achieve money to be able to maintain his family
250,ARG2,1.0,AGAINST,223,MA,després parlen de què si és o no una limitació a la llibertat,después hablan de qué si es o no una limitación a la libertado,next talk of what if it is or no a limitation at the liberty
251,ARG2,1.0,AGAINST,250,MA,voleu obrir un meló més en el que la dona siga maltractada sistemàticament per aquest sistema que l'explota i que la utilitza,queréis abrir un melón más en el que la mujer sea maltratada sistemáticamente por este sistema que lo explota y que la utiliza,want to open a melon more at what the wife was abused systematically for this system that explodes it and that utilises it
252,ARG2,1.0,FAVOUR,251,CA,on existiria aquesta explotació en un estat de dret que garantitzaria les garanties la dignitat i a la integritat de la dona,donde existiría esta explotación en un estado de derecho que garantitzaria las garantías la dignidad y a la integridad de la mujer,where would exist this exploitation at a state by right that garantitzaria the guarantees the dignity and at the integrity of the wife
253,ARG2,1.0,AGAINST,252,CA,no sé com pot garantitzar la integritat de la dona quan l'explota,no sé como bote garantitzar la integridad de la mujer cuando lo explota,do not know how can garantitzar the integrity of the wife when explodes it
254,ARG2,1.0,AGAINST,248,RA,per molt que la seua tesis es base en la llibertat de les dones i en la seua protecció,por mucho que su tesis se base en la libertad de las mujeres y en su protección,for a lot that his theses base  at the liberty of the wives and at his protection
255,ARG2,1.0,AGAINST,254,RA,actualment en espanya una dona pot anar a un hospital i la tenen de tota manera,actualmente en espanya una mujer puede ir a un hospital y la tienen de todas maneras,at present at espanya a wife can go at a hospital and have it anyway
256,ARG2,,FAVOUR,,,no creu que seria una hipocresia el fet de no regular la gestació subrogada dintre d'espanya i permetent que es faci a altres països de maneres pitjors,no cree que sería una hipocresía el hecho de no regular la gestación subrogada dentro de espanya y permitiendo que se haga en otros países de maneras peores,does not think that it would be a hypocrisy the fact of not regulating the surrogacy inside of espanya and permitting that it make  at other countries of worse manners
257,ARG2,,AGAINST,256,CA,espanya no pot regular les coses que passen fora de les nostres fronteres,espanya no puede regular las cosas que pasan fuera de nuestras fronteras,espanya can not regulate the things that pass out of our borders
258,ARG2,,AGAINST,256,CA,què anem a fer legalitzar tot allò que està legalitzat en altres països i en espanya no ens pareix prou mal,que vayamos a hacer legalizar todo aquello que está legalizado en otros países y en espanya no nos pare bastante mal,what go at making legalise everything that that is legalised at other countries and  espanya does not bear us sufficient harm
259,ARG2,1.0,AGAINST,176,RA,si voleu posar per damunt els desitjos d'unes persones dels drets de les dones,si queréis poner por encima los deseos de unas personas de los derechos de las mujeres,if you want to pose for on the wishes of some persons of the laws of the wives
260,ARG2,1.0,AGAINST,259,RA,deuríeu revisar-vos la vostra postura,deberíais de revisaros vuestra postura,would owe to revise you your posture
261,ARG2,1.0,AGAINST,,,parleu de la regulació de la gestació subrogada,habláis de la regulación de la gestación subrogada,talk of the regulation of the surrogacy
262,ARG2,1.0,AGAINST,261,CA,però és que ja està regulada ,pero es que ya está regulada,but is that already is regulated 
263,ARG2,1.0,AGAINST,262,RA,està il·legalitzada,está ilegalizada,is outlawed
264,ARG2,1.0,AGAINST,,,dieu garantir els pares garantir els fills,decís garantizar los padres garantizar los hijos,say to guarantee the parents guarantee the children
265,ARG2,1.0,AGAINST,264,MA,on queda tractar a les persones com som,donde queda tratar a las personas como somos,where stays to treat at the persons how are
266,ARG2,1.0,AGAINST,265,MA,com éssers humans amb sentiments,como seres humanos con sentimientos,like human beings with sentiments
267,ARG2,1.0,AGAINST,,,és lliure,es libre,is free
268,ARG2,1.0,AGAINST,267,RA,no,no,no
269,ARG2,1.0,AGAINST,,,i a més de la llibertat que més parleu de la mare gestant,y además de la libertad que más habláis de la madre gestante,and in addition to the liberty that more talk of the mother gestant
270,ARG2,1.0,AGAINST,269,RA,res més perquè no vos interessa,nada más porque no os interesa,nothing more so that no vos interests
271,ARG2,1.0,AGAINST,270,RA,perquè sabeu que s'estan menyspreant els seus drets,porque sabéis que se están despreciando sus derechos,so that you know that they are despising  his laws
272,ARG2,1.0,AGAINST,240,RA,com ja hem demostrat en l'article que teniu damunt la taula,como ya hemos demostrado en el artículo que tenéis encima la mesa,how already have evidenced at the article that have on the table
273,ARG2,1.0,AGAINST,272,RA,protegir al menor és no permetre la gestació subrogada,proteger al menor es no permitir la gestación subrogada,protect at the minor is not permitting the surrogacy
274,ARG2,1.0,AGAINST,273,RA,és no permetre que es talle aquest vincle que es crea entre la mare i el nadó,es no permitir que se corte este vínculo que se crea entre la madre y el bebé,is not permitting that it hack  this tie that creates  among the mother and the baby
275,ARG2,3.0,AGAINST,,,una família és aquella que t'estima i que et cuida,una familia es aquella que te estima y que te cuida,a family is that that wants you and that takes care you
276,ARG2,3.0,AGAINST,275,MA,no aquella que té el teu mateix adn,no aquella que tiene tu mismo adn,no that that has your same adn
277,ARG2,3.0,AGAINST,,,no és precís que s'explote que es mercantilitzi i que es menyspree a la dona pel simple desig de dues persones per a tindre un fill,no es preciso que se explote que se mercantilice y que se desprecie a la mujer por el simple deseo de dos personas para tener un hijo,is not precise that it explode  that  mercantilitzi and that despise  at the wife for the simple wish of two persons to have a son
