ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,ADU_CAT,ADU_ES,ADU_EN
104,ARG1,2.0,AGAINST,103,MA,per exemple algú em regala aquella joia jo puc pensar me l'ha regalat però el fet que me'l regali no vol dir que jo no valori econòmicament perquè jo puc valorar quan una persona em regala una cosa per els diners que jo m'estic estalviant o per el valor d'allò que m'ha regalat  una persona ,por ejemplo alguien me regala aquella joya yo puedo pensar me lo ha regalado pero el hecho que me lo regale no quiere decir que yo no valore económicamente porque yo puedo valorar cuando una persona me regala una cosa por el dinero que yo me estoy ahorrando o por el valor de aquello que me ha regalado una persona,for example somebody gives me that jewel I can think has given it to me but the fact that give it to me does not mean that I do not value economically so that I can value when a person gives me a thing for the money that I am saving me or for the value of that that has given me a person
105,ARG1,2.0,AGAINST,103,RA,per exemple tenim un amic que ens deixa casa seva una setmana gratis jo estic valorant econòmicament el fet que m'he estalviat els diners de l'hotel m'ha donat gratis al pis sí puc estar una setmana sense pagar sí,por ejemplo tenemos un amigo que nos deja casa suya una semana gratis yo estoy valorando económicamente el hecho que me he ahorrado el dinero del hotel me ha dado gratis al piso sí puedo estar una semana sin pagar sí,for example have a friend that lets us his house a week free I am valuing economically the fact that have saved me the money of the hotel has given me free at the flat aye can be a week without paying aye
106,ARG1,2.0,AGAINST,103,RA,jo ho puc valorar econòmicament igual encara que sigui altruista,yo lo puedo valorar económicamente igual aunque sea altruista,I can value it economically equal although it was altruist
107,ARG1,2.0,AGAINST,102,RA,per tant no és cert que si és altruista jo no estic valorant  econòmicament jo no estic objectivitzant la dona ni el nadó,por lo tanto no es cierto que si es altruista yo no estoy valorando económicamente yo no estoy objectivitzant la mujer ni el bebé,therefore it is not some that if it is altruistic I am not valuing economically I am not objectivitzant the wife or the baby
108,ARG1,,FAVOUR,,,si tantes organitzacions internacionals consideren que la legalització de la gestació subrogada seria un fet masclista que atempta contra els drets de les dones  ,si tantas organizaciones internacionales consideran que la legalización de la gestación subrogada sería un hecho machista que atenta contra los derechos de las mujeres,if so many international organisations consider that the legalisation of the surrogacy would be a male chauvinistic fact that attacks against the laws of the wives
109,ARG!,,FAVOUR,108,CA,per què països com canadà que tenen un índex d'igualtat entre gèneres tan gran ho han legalitzat,por qué países como canadà que tienen un índice de igualdad entre géneros tan grande lo han legalizado,how come countries and canadà that have an index of equality among genera as big have legalised it
110,ARG1,1.0,AGAINST,,,el fet que una cosa estigui contemplada internacionalment com il·legal no vol dir malauradament que tothom ho compleixi,el hecho que una cosa esté contemplada internacionalmente como ilegal no quiere decir desgraciadamente que todo el mundo lo cumpla,the fact that a thing was contemplated internationally how illegal does not mean alas that everybody conform it
111,ARG1,2.0,AGAINST,,,si jo vaig pel carrer i algú em somriu jo no penso quant val el somriure que m'està regalant,si yo voy por la calle y alguien me sonríe yo no pienso cuánto vale la sonrisa que me está regalando,if I go for the street and somebody smiles me I do not think how much costs the smile that is giving me
112,ARG1,2.0,AGAINST,111,RA,hi ha coses que nosaltres no mercantilitzem,hay cosas que nosotros no mercantilizamos,there are things that we no mercantilitzem
113,ARG1,2.0,AGAINST,103;104,RA,però quan he posat l'exemple de la joia o l'exemple de la casa sí que tots hem sigut capaços de veure el paral·lelisme amb un nadó,pero cuando he puesto el ejemplo de la joya o el ejemplo de la casa sí que todos hemos sido capaces de ver el paralelismo con un bebé,but when have posed the example of the jewel or the example of the house aye that all have been capable to view the parallelism with a baby
114,ARG2,2.0,FAVOUR,115,RA,és un oxímoron en si mateix,es un oxímoron en sí mismo,is an oxymoron at if same
115,ARG2,2.0,FAVOUR,,,es defensa la seva llibertat alhora que la limita,se defiende su libertad a la vez que la limita,defends  his liberty concurrently that it limits it
116,ARG2,2.0,FAVOUR,,,això són uns valors d'una tradició catòlica,esto son unos valores de una tradición católica,this are some values of a Catholic tradition
117,ARG2,2.0,FAVOUR,116,RA,les tradicions que en molts casos s'han de preservar altres s'han de superar i els ritmes dels nous temps les superen,las tradiciones que en muchos casos se tienen que preservar otros se tienen que superar y los ritmos de los nuevos tiempos las superan,the traditions that at a lot of cases have to preserve  others have to surpass  and the rates of the new times the surpass
118,ARG2,2.0,FAVOUR,117,RA,si jo fa vuitanta anys els hagués dit que dues persones del mateix sexe avui en dia podrien casar-se de la mateixa manera que un home i una dona no s'ho haguessin cregut si els hagués dit que dones que volien avortar no se n'haurien d'anar a gran bretanya o en el primer món quan aquí encara anàvem en blanc i negre i que això sigui possible espanya no s'ho haguessin cregut,si yo hace ochenta años los hubiera dicho que dos personas del mismo sexo hoy en día podrían casarse del mismo modo que un hombre y una mujer no se lo hubieran creído si los hubiera dicho que mujeres que querían abortar no se tendrían que ir a grande bretanya o en el primer mundo cuando aquí todavía íbamos en blanco y negro y que esto sea posible espanya no se lo hubieran creído,if I eighty years ago had said the ones that two persons of the same sex today at day could marry in the same way that a man and a wife no had thought it if it had said the ones that wives that wanted to abort no would have to  go at big bretanya or at the first world when here still went in black and white and that this was possible espanya no had thought it
119,ARG2,2.0,FAVOUR,,,per què no haig de poder decidir amb aquest,por qué no tengo que poder decidir con este,how come do not have to can decide with this
120,ARG2,2.0,FAVOUR,119,MA,perquè el polític de torn pels seus valors emocionals o educatius no li va bé,porque el político de turno por sus valores emocionales o educativos no le va bueno,so that the politician of turn for his emotional or educational values does not go him well
121,ARG2,,AGAINST,,,no creu que una gestant empoderada que ho fa per una causa altruista com vostè defensa no pot ser mai cent per cent lliure ja que no pot preveure el vincle que es pot generar amb el fetus,no cree que una gestante empoderada que lo hace por una causa altruista como usted defiende no puede ser nunca cien por cien libre puesto que no puede prever el vínculo que se puede generar con el feto,does not think that a gestant empoderada that it makes it for an altruistic cause like you defends can not be never one hundred percent free since it can not foresee the tie that can generate  with the fetus
122,ARG2,1.0,FAVOUR,,,haurem d'establir una sèrie supòsits de fets,tendremos que establecer una serie supuestos de hechos,will have to establish a series suppositions of facts
123,ARG2,1.0,FAVOUR,,,sa igualtat d'oportunitats és un tema cabdal a una societat moderna,su igualdad de oportunidades es un tema capital en una sociedad moderna,his equality of opportunities is a main motif at a modern society
124,ARG2,1.0,FAVOUR,123,RA,sa igualtat ja no és sa igualtat de segle divuit que era tots som iguals,su igualdad ya no es su igualdad de siglo dieciocho que era todos somos iguales,his equality no longer is his equality of century eighteen that was all are equal
125,ARG2,1.0,FAVOUR,124,MA,s'igualtat de segle vint que es consagra en s'estat social és que tots tot i partir de punts diferents hem d'arribar allà mateix,se igualdad de siglo veinte que se consagra en se estado social es que todos a pesar de partir de puntos diferentes tenemos que llegar allá mismo,equality of century twenty that anoints  at  social state is that all everything and split dotted distinct have to arrive right there
126,ARG2,1.0,FAVOUR,53,RA,avui dia no succeeix,hoy en día no sucede,nowadays no succeeix
127,ARG2,,AGAINST,,,el fet que hi hagi agències intermediàries que promouen  aquest intercanvi i ho fan moguts pel benefici econòmica ja fa que aquesta transició sigui regida pel lucre,el hecho que haya agencias intermediarias que promueven este intercambio y lo hacen movidos por el beneficio económica ya hace que esta transición sea regida por el lucro,the fact that there are intermediary agencies that promote this exchange and make it moved by the economic benefit already makes that this transition was governed by the lucre
128,ARG2,2.0,FAVOUR,,,una gestació subrogada altruista que se garantesqui per sa sanitat pública,una gestación subrogada altruista que se garantice por su sanidad pública,a surrogacy altruist that guarantee  for his public health
129,ARG2,2.0,FAVOUR,128,RA,sense empreses intermediàries,sin empresas intermediarias,without intermediary companies
130,ARG2,2.0,FAVOUR,,,està bé que decidesquin ,está bueno que decidan,is well that they decide
131,ARG2,2.0,FAVOUR,,,però que si estan nou mesos si elles són conscients que volen fer això això els hi resta llibertat,pero que si están nueve meses si ellas son conscientes que vuelen hacer esto esto se los resta libertado,but that if they are nine months if they are conscious that they blast to make this this remains the ones to him liberty
132,ARG2,2.0,FAVOUR,131,CA,lo que resta llibertat és no poder ni opinar,lo que resto libertado es no poder ni opinar,lo that remains liberty is not being able to or opine
133,ARG2,2.0,FAVOUR,,,en aquest cas no és viable,en este caso no es viable,at this case is not viable
134,ARG2,2.0,FAVOUR,,,les persones avui dia estan formades és que tenen capacitat de decidir,las personas hoy en día están formadas es que tienen capacidad de decidir,the persons nowadays are formed is that have capacity to decide
135,ARG2,2.0,FAVOUR,134,MA,les persones han passat un cicle formació que poden sent conscient de riscos dels beneficis poder decidir per ells mateixos,las personas han pasado un ciclo formación que podan siente consciente de riesgos de los beneficios poder decidir por ellos mismos,the persons have passed a cycle training that can hears conscious of risks of the benefits can decide for them same
136,ARG2,,AGAINST,43,RA,per què el desig de poder tenir fills ha de passar per sobre de la ínfima possibilitat que una sola dona vegi vulnerada la seva dignitat,por qué el deseo de poder tener hijos tiene que pasar por encima de la ínfima posibilidad que una sola mujer vea vulnerada su dignidad,how come the wish to be able to have children has to pass above it ínfima made possible that an only wife view vulnerada his dignity
137,ARG2,2.0,FAVOUR,136,CA,si una dona de forma altruista ho vol fer per què no ha de poder tenir sa capacitat ella mateixa de dir jo vull ajudar el meu germà que a lo millor té una parella homosexual,si una mujer de forma altruista lo quiere hacer por qué no tiene que poder tener su capacidad ella misma de decir yo quiero ayudar mi hermano que a lo mejor tiene una pareja homosexual,if a wife of altruistic form wants to make it how come does not have to can have his capacity she same to say I want to aid my brother that at lo better has a homosexual couple
138,ARG2,2.0,FAVOUR,,,avui en dia sa societat reclama avanços,hoy en día su sociedad reclama avances,today at day his society demands advances
139,ARG2,2.0,FAVOUR,138,RA,cada dia en tendrem més,cada día en tendrem más,every day  tendrem more
140,ARG2,3.0,AGAINST,8,CA,el fet que no sigui eficaç això no vol dir automàticament que hem de legalitzar la gestació  Subrogada,el hecho que no sea eficaz esto no quiere decir automáticamente que tenemos que legalizar la gestación Subrogada,the fact that was not effective this does not mean automatically that we have to legalise the surrogacy
141,ARG2,3.0,AGAINST,140,RA,es pot millorar el mecanisme de l'adopció,se puede mejorar el mecanismo de la adopción,can improve  the mechanism of the adoption
142,ARG2,3.0,AGAINST,140,RA,que una cosa funcioni malament no vol dir que ja hem d'optar per  una altra alternativa encara que sigui dolenta,que una cosa funcione mal no quiere decir que ya tenemos que optar por otra alternativa aunque sea mala,that a thing function poorly does not mean that already have to opt for another alternative although it was mean
143,ARG2,1.0,AGAINST,132,CA,no s'ha d'aconseguir necessàriament una llibertat extrema si és a costa de vulnerar drets si és a costa de cosificar si és a costa objectivitza una dona,no se tiene que conseguir necesariamente una libertad extrema si es a expensas de vulnerar derechos si es a expensas de cosificar si es a costa objectivitza una mujer,does not have to  achieve necessarily a dire liberty if it is at the expense of vulnerar right if it is at the expense of cosificar if it is at coast objectivitza a wife
144,ARG2,1.0,AGAINST,53,CA,el fet que els rics se'n vagin a altres països no vol dir que ho hem de legalitzar,el hecho que los ricos se vayan a otros países no quiere decir que lo tenemos que legalizar,the fact that the affluent go  at other countries does not mean that have to legalise it
145,ARG2,1.0,AGAINST,144,RA,el que hem de fer és prohibir-ho,el que tenemos que hacer es prohibirlo,what have to make is to prohibit it
146,ARG2,1.0,AGAINST,145,RA,als països on van els rics per exemple a l'índia el que està fent és tirar cap a la prohibició,a los países donde van los ricos por ejemplo a la india el que está haciendo es echar hacia la prohibición,at the countries where go the affluent for example at the Indian what is making is to throw to the ban
147,ARG2,1.0,AGAINST,,RA,aquí tenim un gràfic que demostra quines són tots els intermediaris que formen part de l'equació,aquí tenemos un gráfico que demuestra cuáles son todos los intermediarios que forman parte de la ecuación,here have a chart that evidences which are all the intermediaries that form part of the equation
148,ARG2,1.0,AGAINST,147,RA,la dona s'emporta un vint-i-dos per cent però és que després tenim unes agències representats legals els advocats tenim tècniques tenim una compensació és a dir tenim molts elements més que hi participen a l'equació,la mujer se lleva un veintidós por ciento pero es que después tenemos unas agencias representados legales los abogados tenemos técnicas tenemos una compensación es decir tenemos muchos elementos más que participan a la ecuación,the wife wears  a twenty-two percent but is that next have some agencies represented legal the lawyers have technical have a compensation that is to say have a lot of more elements that take part  at the equation
149,ARG2,1.0,AGAINST,,,per la  Dona,por la Mujer,for the Wife
150,ARG2,1.0,AGAINST,149,MA, és a dir per la que més pateix i per la persona més vulnerable dintre de l'equació,es decir por la que más sufre y por la persona más vulnerable dentro de la ecuación,that is to say for what more suffers and for the most vulnerable person inside of the equation
151,ARG2,1.0,AGAINST,148,RA,un representant legal es continuarà lucrant  ,un representante legal se continuará lucrando,a legal representative will continue  lucrant
152,ARG2,1.0,AGAINST,148,RA,una agència es continuarà lucrant d'aquest sistema,una agencia se continuará lucrando de este sistema,an agency will continue  lucrant of this system
153,ARG2,1.0,AGAINST,149,RA,has de renunciar als teus drets has de renunciar les teves llibertats i a sobre ho faràs gratis,tienes que renunciar a tus derechos tienes que renunciar tus libertades y encima lo harás gratis,have to renounce at your laws have to renounce your liberties and on will make it free
154,ARG2,,FAVOUR,,,podria dir-me el moment en el que hem parlat d'agències i de més per favor si vostè ha parlat dient que a l'àmbit sanitari espanyol no hi ha intermediaris no hi agències privades,podría decirme el momento en el que hemos hablado de agencias y de más por favor si usted ha hablado diciendo que al ámbito sanitario español no hay intermediarios no agencias privadas,could say me the moment at what have talked of agencies and of more please if you has talked saying that at the Spanish sanitary field there is not intermediary no  private agencies
155,ARG2,2.0,AGAINST,154,CA,és mentida,está mentida,is lie
156,ARG2,2.0,AGAINST,155,RA,actualment a espanya tenim un sistema sanitari públic i tenim mútues privades,actualmente a espanya tenemos un sistema sanitario público y tenemos mutuas privadas,at present at espanya have a public sanitary system and have mutual private
157,ARG2,2.0,AGAINST,156,RA, perquè el sistema públic hi ha vegades que no ofereix tot el que una persona vol,porque el sistema público hay veces que no ofrece todo el que una persona quiere,so that the public system there are times that does not offer everything what a person wants to
158,ARG2,2.0,AGAINST,157,RA,aquí apareixen empreses privades que s'aprofiten per treure beneficis,aquí aparecen empresas privadas que se aprovechen para sacar beneficios,here appear private companies that take advantage of  to remove benefits
159,ARG2,2.0,AGAINST,153;155,RA,el fet que tinguem un sistema públic no fa automàticament que no hi hagi empreses privades que també es puguin aprofitar,el hecho que tengamos un sistema público no hace automáticamente que no haya emprendidas privadas que también se puedan aprovechar,the fact that have a public system does not make automatically that it have not undertaken  deprived that also can  take advantage of
160,ARG2,2.0,AGAINST,,,el fet és que hi ha nens que estan en un altre països atrapats,el hecho es que hay niños que están en otro países atrapados,the fact is that there are boys that are at other countries trapped
161,ARG2,2.0,AGAINST,160,RA,aquest problema es pot solucionar sense necessitat de legalitzar la gestació subrogada,este problema se puede solucionar sin necesidad de legalizar la gestación subrogada,this problem can solve  without necessity to legalise the surrogacy
162,ARG2,2.0,AGAINST,161,RA,el tribunal suprem ja ha fet una sentència en el que diu miri nosaltres reconeixem que els drets d'aquests nens que han nascut per gestació subrogada a altres països són iguals els nens que han nascut a espanya,el tribunal supremo ya ha hecho una sentencia en el que dice mire nosotros reconocemos que los derechos de estos niños que han nacido por gestación subrogada a otros países son iguales los niños que han nacido a espanya,the high court already has made a sentence at what says look we recognise that the laws of these boys that have been born for surrogacy at other countries are equal the boys that have been born at espanya
163,ARG2,1.0,AGAINST,,,la dona lliure de fer el que vulgui,la mujer libre de hacer el que quiera,the free wife to make what want to
164,ARG2,1.0,AGAINST,163,RA,per exemple una persona que treballa set dies a la setmana a tot hores és injust veritat que una persona estigui treballant moltes hores tot el dia perquè sabem i ho hem acceptat que és dolent per aquesta persona que treballi tantes hores però algú podria dir no no llibertat individual si aquesta persona vol treballar set hores set dies a la setmana vint-i-quatre  hores al dia perquè no pot fer llibertat individual,por ejemplo una persona que trabaja siete días en la semana a todo horas es injusto verdad que una persona esté trabajando muchas horas todo el día porque sabemos y lo hemos aceptado que es doliendo por esta persona que trabaje tantas horas pero alguien podría decir no no libertado individual si esta persona quiere trabajar siete horas siete días en la semana veinticuatro horas en el día porque no puede hacer libertad individual,for example a person that works seven days by the week at every hours is unfair truth that a person was working for hours all day so that we know and have accepted it that it is hurting for this person that work so many hours but somebody could say no no individual liberty if this person wants to work seven hours seven days by the week twenty-four hours by the day so that it can not make individual liberty
165,ARG2,1.0,AGAINST,,,això no ho fem,esto no lo hacemos,this do not make it
166,ARG2,1.0,AGAINST,165,RA,hem superat la llibertat individual per no justificar determinades pràctiques,hemos superado la libertad individual por no justificar determinadas prácticas,have surpassed the individual liberty not to justify determinate practices
167,ARG2,1.0,AGAINST,164,RA,un exemple més extrem l'esclavitud o els treballs forçats algú podria dir i de fet es deia abans llibertat individual si un esclau vol treballar el sòl per cobrar llibertat individual si ho vol fer perquè no pot fer,un ejemplo más extremo la esclavitud o los trabajos forzados alguien podría decir y de hecho se decía antes libertad individual si un esclavo quiere trabajar el suelo para cobrar libertad individual si lo quiere hacer porque no puede hacer,a more dire example the slavery or the works forced somebody could say and in fact said  before individual liberty if a slave wants to work the soil to charge individual liberty if wants to make it so that it can not make
168,ARG2,1.0,AGAINST,161;164,RA,la qüestió de la llibertat individual sempre s'ha utilitzat per justificar determinades pràctiques negatives perquè ens diuen el sistema patriarcalista ens diu la llibertat individual,la cuestión de la libertad individual siempre se ha utilizado para justificar determinadas prácticas negativas porque nos dicen el sistema patriarcalista nos dice la libertad individual,the question of the individual liberty always has utilised  to justify determinate negative practices so that they say us the system patriarcalista says us the individual liberty
169,ARG2,1.0,AGAINST,168,RA,la societat ha avançat i ha reconegut que la llibertat individual no sempre justifica totes les actuacions ,la sociedad ha avanzado y ha reconocido que la libertad individual no siempre justifica todas las actuaciones,the society has advanced and has recognised that the individual liberty no always justifies all the performances
170,ARG2,1.0,AGAINST,,,per què la llibertat individual només s'utilitza per negar el dret de les dones,por qué la libertad individual solo se utiliza para negar el derecho de las mujeres,how come the individual liberty only utilises  to deny the law of the wives
171,ARG2,1.0,AGAINST,170,RA,per què no podem dir-li a la llibertat individual que no és llibertat al renunciar al dret de les dones que no és llibertat el que s'exerceixi aquest dret aquesta llibertat per cosificar  la dona,por qué no podemos decirle a la libertad individual que no es libertad al renunciar al derecho de las mujeres que no es libertado el que se ejerza este derecho esta libertad por cosificar la mujer,how come can not say him at the individual liberty that is not liberty at the renounce at the law of the wives that is not liberty what exert  this law this liberty for cosificar the wife
172,CONC,,AGAINST,,,el debat com a activitat subjectiva és un art de creació  els debatents estem constantment decidint què diem com ho  diem quina rellevança li donem als nostres arguments  aquestes eleccions creiem que revelen i constitueixen com és el debatent  creiem que el debat igual que qualsevol art és ric en la seva diversitat  nosaltres el que proposem avui és un debat com una eina com aquell art  de construcció de coneixement massiu i per això començarem  dient aquells punts en què tot dos equips creiem que hem estat d'acord  en primer lloc que volem un món en què es potenciï en la  seva màxima expressió la llibertat  en segon lloc que hi ha persones que actualment van a l'estranger  a practicar gestació subrogada i en tercer lloc que la gestació  subrogada de per si comporta certs riscos  el que no estem d'acord i aquí ha sigut un punt essencial  és que aquests riscos per nosaltres són inacceptables per  nosaltres la pròpia pràctica de la gestació és tan degradant  que no pot cedir davant de qualsevol llibertat i per tant no podem donar drets  a més persones davant d'una pràctica que considerem inacceptable  que ens han dit exactament ens han dit tres coses que ho proposen de forma altruista  que l'adopció és ineficaç i que volen igualtat d'oportunitats  i donar llibertats a les dones hem de nosaltres que de fet  no és altruista perquè som capaços de valorar allò econòmicament  pel fet de allò que ens hem estalviat encara que nosaltres no paguem  som conscients que ens hem estalviat uns certs diners i per tant l'altruisme  perd en si la seva paraula de ser  i en segon lloc que no és cert que no hi hagi agències privades    perquè poden sortir igualment les mútues privades i per tant  hi ha un intermediari que sí que té lucre i és que encara  que no fos així estem dient per tant que la dona és l'única  persona que ha de ser sotmesa a aquest altruisme  per tant el fet que l'adopció sigui ineficaç no  vol dir que hi hagin altres alternatives o que no es pugui millorar l'adopció  a nosaltres no ens convencen els riscos  a més a més per tant la llibertat de la dona hem dit que  segons ells no estava fent mal a ningú diem que es fa mal a ella mateixa  que per nosaltres és una activitat degradant i no ho podem  acceptar i per tant aquest argument llibertari de què està  empoderada i per tant pot fer el que vulgui no ens serveix  perquè ha de tenir uns límits i perquè hem observat només  es qüestiona per justificar aquesta pràctica a ella només  se li diu ella que ja és prou lliure i per tant faci el que vulgui  mentre que això no ho hem fet amb altres supòsits en què  hem evolucionat i hem entès que aquesta llibertat ha de tenir  uns límits davant d'uns riscos que sí que hi ha  que hem dit nosaltres davant tot això dues coses principals  en primer lloc que des d'un punt de vista feminista nosaltres no estem disposats que les dones vulnerin la seva integritat desenvolupament de personalitat i dignitat hem dit que aquest contracte no és susceptible de rescissió i és l'únic contracte de l'àmbit laboral en què una persona no es pot fer enrere això hem dit degrada i altera la seva llibertat durant aquests nou mesos i hem dit per tant que és una pràctica patriarcal que perpetua aquest rol de que la dona ha d'estar al servei de l'home de que la dona ha de gestar per l'home i és que com deia emilia pardo totes les dones conceben idees però no totes conceben fills l'ésser humà no és un arbre fruiter que només es cultivi per la collida però hem dit una altra cosa molt important i és que encara que la dona pogués ser lliure d'alguna manera nosaltres no acceptem de per si la idea de la mercantilització perquè la trobem corrompent perquè la trobem degradant i no podem sotmetre al mercat dues vides la del nadó i la de la dona per tant en cap dels dos extrems podem acceptar-ho per la pròpia degradació que ens suggereix la pròpia pràctica de la gestació subrogada encara que ella pogués ser lliure que ho hem dit que no ho era per tant per aquests dos motius principals volem que la dona no continuï sent objecte com hem vist a la introducció la utilització de la imatge de la dona respon a dos arquetips clàssics la dona com a objecte sexual o reclam consumista i la dona com a rol d'esposa mare i mestressa de casa no volem perpetuar la dona com a objecte que no és subjecte permetent ara que ella també sigui qui ha de gestar i ha de gestar pels altres pel desig de tercers que perpetuen aquest rol de submissió del sexe femení gràcies,el debate como actividad subjetiva es un arte de creación los debatents estamos constantemente decidiendo qué decimos como lo decimos qué rellevança le damos a nuestros argumentos estas elecciones creemos que revelan y constituyen cómo es el debatiendo creemos que el debate igual que cualquier arte es rico en su diversidad nosotros el que proponemos hoy es un debate como una herramienta como aquel arte de construcción de conocimiento masivo y por eso empezaremos diciendo aquellos puntos en qué el dos equipos creemos que hemos estado de acuerdo en primer lugar que volemos un mundo en que se potencie en su máxima expresión la libertad en segundo lugar que hay personas que actualmente van al extranjero a practicar gestación subrogada y en tercer lugar que la gestación subrogada de por sí compuerta ciertos riesgos el que no estamos de acuerdo y aquí ha sido un punto esencial es que estos riesgos por nosotros son inaceptables por nosotros la propia práctica de la gestación es tan degradando que no puede ceder ante cualquier libertad y por tanto no podemos dar derechos a más personas ante una práctica que consideremos inaceptable que nos han dicho exactamente nos han dicho tres cosas que lo propongan de forma altruista que la adopción es ineficaz y que vuelen igualdad de oportunidades y dar libertades a las mujeres tenemos que nosotros que de hecho no es altruista porque somos capaces de valorar aquello económicamente por el hecho de aquello que nos hemos ahorrado aunque nosotros no pagamos somos conscientes que nos hemos ahorrado cierto dinero y por tanto el altruismo pierde en si su palabra de ser y en segundo lugar que no es cierto que no haya agencias privadas porque pueden salir igualmente las mutuas privadas y por tanto hay un intermediario que sí que tiene lucro y es que aunque no fuera así estamos diciendo por lo tanto que la mujer es la única persona que tiene que ser sometida a este altruismo por lo tanto el hecho que la adopción sea ineficaz no quiere decir que hayan otras alternativas o que no se pueda mejorar la adopción a nosotros no nos convencen los riesgos además por lo tanto la libertad de la mujer hemos dicho que según ellos no estaba haciendo daño a nadie decimos que se hace daño a ella misma que por nosotros es una actividad degradante y no lo podemos aceptar y por tanto este argumento libertario de que está empoderada y por tanto puede hacer el que quiera no nos sirve porque tiene que tener unos límites y porque hemos observado solo se cuestiona para justificar esta práctica a ella solo se le dice ella que ya es bastante libro y por tanto haga el que quiera mientras que esto no lo hemos hecho con otros supuestos en que hemos evolucionado y hemos entendido que esta libertad tiene que tener unos límites ante unos riesgos que sí que hay que hemos dicho nosotros ante todo esto dos cosas principales en primer lugar que desde un punto de vista feminista nosotros no estamos dispuestos que las mujeres vulneren su integridad desarrollo de personalidad y dignidad hemos dicho que este contrato no es susceptible de rescisión y es el único contrato del ámbito laboral en que una persona no se puede hacer atrás esto hemos dicho degrada y altera su libertad durante estos nueve meses y hemos dicho por lo tanto que es una práctica patriarcal que perpetúa este rol de que la mujer tiene que estar al servicio del hombre de que la mujer tiene que gestar por el hombre y es que como decía emilia pardo todas las mujeres conciben ideas pero no todas conciben hijos el ser humano no es un árbol frutal que solo se cultive por la cosechada pero hemos dicho otra cosa muy importante y es que aunque la mujer pudiera ser libre de alguna manera nosotros no aceptamos de por si la idea de la mercantilización porque la encontramos corrompiendo porque la encontramos degradante y no podemos someter al mercado dos vidas la del bebé y la de la mujer por lo tanto en ninguno de los dos extremos podemos aceptarlo por la propia degradación que nos sugiere la propia práctica de la gestación subrogada aunque ella pudiera ser libre que lo hemos dicho que no lo era por lo tanto por estos dos motivos principales volemos que la mujer no continúe siendo objeto como hemos visto a la introducción la utilización de la imagen de la mujer responde a dos arquetipos clásicos la mujer como objeto sexual o reclamo consumista y la mujer como rol de esposa madre y ama de casa no queremos perpetuar la mujer como objeto que no es sujeto permitiendo ahora que ella también sea quién ha de gestar y tiene que gestar por los otros por el deseo de terceros que perpetúan este rol de sumisión del sexo femenino gracias,the debate as a subjective activity is an art of creation the ones debatents are constantly deciding what say how say it which rellevança give him at our arguments these elections think that they reveal and constitute how is the debating think that the debate the same that any art is affluent at his diversity we what propose today is a debate like a tool like that art of building of massive ken and therefore we will commence saying those points at what every two squads think that we have agreed in the first place that we blast a world at what improve at his maximum expression the liberty in the second place that there are persons that at present go abroad at practicing surrogacy and thirdly that the surrogacy of for if gate some risks what do not agree and here has been an essential point is that these risks for us are unacceptable for us the own practice of the gestation is as degrading that it can not cede in front of any liberty and therefore we can not give laws to more persons in front of a practice that consider unacceptable that have said us exactly have said us three things that propose it of altruistic form that the adoption is ineffective and that they blast equality of opportunities and give liberties at the wives have to we that in fact is not altruistic so that we are capable to value that economically for the fact of that that have saved us although we do not pay are conscious that have saved us a true money and therefore the altruism misses at if his word of being and in the second place that it is not some that there are not private agencies so that they can exit equally the mutual private and therefore there is a intermediary that aye that has lucre and is that although it was not like this are saying therefore that the wife is the only person that has to be subjected at this altruism therefore the fact that the adoption was ineffective does not mean that they have  other alternatives or that it can not  improve the adoption at us do not convince us the risks in addition therefore the liberty of the wife have said that according to them was not hurting at nobody say that it hurts  at her same that for us is a degrading activity and can not it accept and therefore this libertarian argument of what is empoderada and therefore it can make what want to does not serve us so that it has to have some limits and so that we have observed only questions  to justify this practice at her only says him she that already is enough free and therefore it make what want to whereas this have not made it with other suppositions at what have evolved and have understood that this liberty has to have some limits in front of some risks that aye that there is that have said we in front of everything this two principal things in the first place that since a feminist point of view we are not had that the wives vulnerin his integrity development of personality and dignity have said that this agreement is not susceptible of rescission and is the only agreement of the labour field at what a person can not  make back this have said degrades and alters his liberty during these nine months and have said therefore that it is a patriarchal practice that perpetuates this rol of that the wife has to be at the kick of the man of that the wife has to gestar for the man and is that how said emilia pardo all the wives conceive ideas but no all conceive children the human being is not a tree fruiter that only culture  for the harvested but have said another very important thing and is that although the wife could be hand somehow we do not accept of for if the idea of it mercantilització so that we find it corrupting so that we find it degrading and can not subject at the market two lives the of the baby and the of the wife therefore at any of the two wingers can accept it for the own degradation that suggests us the own practice of the surrogacy although she could be free that have said it that it was not it therefore for these two principal motifs want to that the wife do not continue being object how have viewed at the introduction the utilisation of the image of the wife responds at two classical archetypes the wife as a sexual object or catchword consumista and the wife as a rol of wife mother and master of house do not want to perpetuate the wife as a object that is not attach permitting now that she also was who has of gestar and has to gestar for the others for the wish of third that perpetuate this rol of submission of the feminine sex thank you
