tots 53.93 54.26 tots O
podria 779.6 779.91 podria I
comportar 779.91 780.42 comportar I
un 780.42 780.57 un I
cavall 780.57 780.96 cavall I
de 780.96 781.07 de I
troia 781.07 781.65 troia I
per 782.01 782.19 per I
a 782.19 782.38 a I
afavorir 782.7 783.41 afavorir I
l'explotacio 783.56 784.43 l'explotació I
i 784.43 784.54 i I
la 784.54 784.65 la I
mercantilitzacio 784.65 785.87 mercantilització I
de 785.94 786.11 de I
les 786.11 786.26 les I
dones 786.26 786.74 dones E
i 786.95 787.05 i O
aixo 787.05 787.33 això O
ho 787.33 787.39 ho O
demostrem 787.39 787.86 demostrem O
tambe 787.86 788.26 també O
en 788.27 788.38 en O
el 788.38 788.5 el O
segon 788.5 788.9 segon O
argument 789.35 790.02 argument O
la 790.18 790.33 la B
feminitzacio 790.33 790.9 feminització I
de 790.9 790.97 de I
la 790.97 791.05 la I
pobresa 791.05 791.85 pobresa I
i 791.85 791.94 i I
que 791.94 792.06 que I
la 792.06 792.17 la I
maternitat 792.17 792.93 maternitat I
es 793.08 793.24 es I
converteix 793.24 793.86 converteix I
en 793.87 793.98 en I
l'unica 793.98 794.3 l'única I
sortida 794.3 794.85 sortida I
per 795.04 795.16 per I
a 795.16 795.22 a I
les 795.22 795.38 les I
dones 795.38 795.64 dones I
mes 795.65 796.27 més I
vulnerables 796.32 797.18 vulnerables E
existeix 797.96 798.47 existeix B
una 798.47 798.6 una I
relacio 798.6 798.93 relació I
entre 798.93 799.12 entre I
classes 799.12 799.7 classes E
entre 800.08 800.39 entre B
qui 800.39 800.55 qui I
te 800.55 800.69 té I
diners 800.69 801.15 diners I
i 801.25 801.34 i I
qui 801.34 801.5 qui I
no 801.5 802.04 no E
i 802.09 802.16 i O
us 802.16 802.3 us O
plantege 802.3 802.66 plantege O
una 802.66 802.77 una O
pregunta 802.77 803.36 pregunta O
es 803.93 804.27 es B
pot 804.28 804.8 pot I
permetre 804.82 805.34 permetre I
aconseguir 805.34 805.89 aconseguir I
tot 805.89 806.21 tot I
a 806.44 806.58 a I
canvi 806.58 806.95 canvi I
de 806.95 807.08 de I
diners 807.08 807.59 diners I
altra 808.0 808.3 altra I
vegada 808.3 808.85 vegada I
no 809.25 809.6 no I
com 810.06 810.25 com I
podem 810.25 810.47 podem I
observar 810.47 810.82 observar I
en 810.82 810.91 en I
aquest 810.91 811.15 aquest I
grafic 811.15 811.59 gràfic I
demostra 814.22 814.86 demostra I
que 814.87 814.98 que I
es 814.98 815.11 es I
produix 815.11 815.48 produïx I
un 815.48 815.55 un I
sistema 815.55 815.95 sistema I
d'explotacio 815.95 816.73 d'explotació I
ja 817.49 817.7 ja I
que 817.7 817.9 que I
la 818.57 818.77 la I
dona 818.77 819.17 dona I
tan 819.19 819.35 tan I
sols 819.35 819.63 sols I
rep 819.63 819.81 rep I
un 819.81 819.94 un I
quinze 819.94 820.28 quinze I
per 820.28 820.44 per I
cent 820.44 820.8 cent I
del 821.0 821.23 del I
total 821.23 821.68 total I
del 821.93 822.13 del I
que 822.13 822.22 que I
es 822.22 822.33 es I
paga 822.33 822.97 paga E
i 823.62 823.73 i O
tambe 823.73 824.17 també O
anem 824.19 824.43 anem O
a 824.43 824.52 a O
parlar 824.52 825.07 parlar O
de 825.11 825.22 de O
la 825.22 825.31 la B
fal*lacia 825.31 825.7 fal·làcia I
de 825.7 825.77 de I
la 825.77 825.86 la I
lliure 825.86 826.11 lliure I
eleccio 826.11 826.62 elecció E
perque 826.9 827.16 perquè O
de 827.16 827.27 de O
veres 827.27 827.53 veres O
una 827.53 827.68 una B
dona 827.68 827.9 dona I
es 827.9 828.02 és I
lliure 828.02 828.33 lliure I
de 828.33 828.46 de I
triar 828.46 828.96 triar I
entre 829.11 829.41 entre I
donar 829.41 829.68 donar I
de 829.68 829.77 de I
menjar 829.77 830.09 menjar I
als 830.09 830.23 als I
seus 830.23 830.43 seus I
fills 830.43 830.85 fills E
o 831.24 831.37 o B
ser 831.37 831.61 ser I
mare 831.61 831.83 mare I
gestant 831.83 832.4 gestant E
evidentment 832.81 833.45 evidentment O
no 833.45 833.92 no O
us 835.36 835.52 us O
plantege 835.52 835.91 plantege O
otra 836.27 836.52 otra O
pregunta 836.52 837.16 pregunta O
per 837.67 837.76 per O
que 838.44 838.6 què B
fan 838.6 839.04 fan I
si 839.12 839.49 si I
un 839.64 839.81 un I
xiquet 839.81 840.28 xiquet I
no 840.49 840.69 no I
ix 840.69 840.89 ix I
com 840.89 841.03 com I
esperen 841.03 841.7 esperen E
amb 841.77 841.97 amb B
una 841.97 842.11 una I
malaltia 842.11 842.74 malaltia E
o 842.94 843.06 o B
una 843.06 843.25 una I
deformacio 843.25 843.93 deformació E
el 844.62 844.78 el B
tornen 844.78 845.21 tornen E
doncs 845.63 845.79 doncs O
aixo 845.79 845.95 això B
es 845.95 846.03 és I
el 846.03 846.14 el I
que 846.14 846.26 que I
passa 846.26 846.61 passa I
a 846.61 846.67 a I
paisos 846.67 847.05 països I
com 847.05 847.2 com I
a 847.2 847.28 a I
ucraina 847.28 847.88 ucraïna I
en 848.43 848.71 en I
que 848.72 848.93 què I
estan 848.95 849.49 estan I
creant-se 849.49 850.12 creant-se I
orfenats 850.15 850.84 orfenats I
unicament 851.15 851.87 únicament I
per 852.1 852.25 per I
a 852.25 852.28 a I
aquestos 852.28 852.81 aquestos I
xiquets 852.82 853.28 xiquets I
i 853.28 853.32 i I
xiquetes 853.32 853.95 xiquetes I
que 853.96 854.06 que I
ixen 854.06 854.51 ixen I
defectuosos 854.71 855.71 defectuosos E
endavant 856.03 856.4 endavant O
quina 856.91 857.16 quina O
opinio 857.16 857.49 opinió O
li 857.49 857.6 li O
mereix 857.6 857.99 mereix O
que 857.99 858.1 que O
tota 858.1 858.31 tota B
aquesta 858.31 858.63 aquesta I
explotacio 858.63 859.36 explotació I
els 859.36 859.49 els I
conflictes 859.49 859.96 conflictes I
d'interessos 859.96 860.5 d'interessos I
es 860.5 860.62 es I
poguessin 860.62 861.04 poguessin I
solucionar 861.04 861.53 solucionar I
amb 861.53 861.62 amb I
una 861.62 861.77 una I
legislacio 861.77 862.64 legislació I
adequada 862.64 863.13 adequada I
com 863.13 863.29 com I
la 863.29 863.39 la I
d'islandia 863.39 863.87 d'islàndia I
o 863.87 863.91 o I
canada 863.91 864.42 canadà E
si 865.19 865.53 si O
de 865.54 865.71 de O
fet 865.71 866.01 fet O
en 866.1 866.25 en O
canada 866.25 866.8 canadà B
es 866.84 866.99 és I
un 866.99 867.1 un I
pais 867.1 867.38 país I
en 867.38 867.57 en I
que 867.58 867.77 què I
la 868.2 868.36 la I
gestacio 868.36 868.71 gestació I
subrogada 868.71 869.17 subrogada I
altruista 869.17 869.85 altruista I
esta 870.02 870.25 està I
legalitzada 870.25 871.0 legalitzada E
pero 871.29 871.6 però B
tenim 871.61 871.91 tenim I
proves 871.91 872.29 proves I
que 872.29 872.43 que I
demostren 872.43 873.05 demostren I
que 873.35 873.7 que I
estan 873.71 874.05 estan I
plantejant-se 874.58 875.43 plantejant-se I
la 875.62 875.81 la I
seua 875.81 876.35 seua I
regulacio 877.39 878.44 regulació I
remunerada 878.67 879.53 remunerada E
doncs 879.86 880.27 doncs O
us 880.28 880.45 us O
plantegem 880.45 881.08 plantegem O
el 882.77 882.94 el O
que 882.95 883.07 que O
diem 883.07 883.34 diem O
en 883.34 883.43 en O
el 883.43 883.51 el O
nostre 883.51 883.78 nostre O
primer 883.78 884.06 primer O
argument 884.06 884.51 argument O
que 884.66 884.79 que O
la 884.79 884.89 la B
gestacio 884.89 885.3 gestació I
subrogada 885.3 885.76 subrogada I
altruista 885.76 886.28 altruista I
no 886.28 886.46 no I
es 886.46 886.63 és I
realista 886.63 887.08 realista E
i 887.08 887.17 i O
es 887.17 887.28 és B
un 887.28 887.41 un I
cavall 887.41 887.75 cavall I
de 887.75 887.84 de I
troia 887.84 888.33 troia I
per 888.69 888.85 per I
a 888.85 888.92 a I
legalitzar 888.92 889.47 legalitzar I
la 889.47 889.55 la I
gestacio 889.55 890.04 gestació I
subrogada 890.04 890.86 subrogada I
remunerada 890.87 891.83 remunerada E
endavant 892.3 892.69 endavant O
quina 892.8 893.07 quina O
opinio 893.07 893.35 opinió O
li 893.35 893.44 li O
mereix 893.44 893.78 mereix O
que 893.78 893.84 que O
aquesta 893.84 894.14 aquesta B
proposta 894.14 894.56 proposta I
de 894.56 894.68 de I
llei 894.68 894.85 llei I
va 894.85 894.97 va I
ser 894.97 895.14 ser I
denegada 895.14 895.53 denegada I
fa 895.53 895.68 fa I
mig 895.68 895.88 mig I
any 895.88 896.18 any E
que 896.65 896.86 que O
perdo 896.86 897.17 perdó O
quina 897.54 897.79 quina O
opinio 898.41 898.7 opinió O
li 898.7 898.8 li O
mereix 898.8 899.13 mereix O
que 899.13 899.22 que O
la 899.22 899.29 la B
proposta 899.29 899.8 proposta I
de 899.8 899.95 de I
llei 899.95 900.16 llei I
de 900.16 900.26 de I
que 900.26 900.39 que I
fos 900.39 900.75 fos I
comercial 901.05 901.79 comercial I
fos 901.92 902.2 fos I
denegada 902.2 902.6 denegada I
al 902.6 902.68 al I
canada 902.68 903.06 canadà I
fa 903.07 903.32 fa I
mig 903.32 903.53 mig I
any 903.53 903.83 any E
no 905.09 905.23 no O
entes 905.23 905.48 entés O
la 905.48 905.61 la O
seua 905.61 905.92 seua O
pregunta 905.92 906.49 pregunta O
altra 907.51 907.79 altra O
vegada 907.79 908.05 vegada O
per 908.05 908.18 per O
favor 908.18 908.44 favor O
quina 908.71 908.96 quina O
opinio 908.96 909.32 opinió O
li 909.32 909.42 li O
mereix 909.42 910.09 mereix O
que 910.13 910.21 que O
aquesta 910.21 910.6 aquesta B
proposta 910.6 911.17 proposta I
de 911.17 911.3 de I
llei 911.3 911.51 llei I
perque 911.51 911.8 perquè I
la 911.8 911.89 la I
maternitat 911.89 912.48 maternitat I
subrogada 912.48 913.09 subrogada I
fos 913.09 913.45 fos I
comercial 913.45 914.25 comercial I
al 914.31 914.48 al I
canada 914.48 915.0 canadà I
es 915.33 915.53 es I
denegues 915.54 916.11 denegues I
fa 916.11 916.31 fa I
mig 916.31 916.58 mig I
any 916.58 916.93 any E
m'agradaria 918.22 918.79 m'agradaria O
vore 918.79 919.0 vore O
les 919.0 919.14 les O
proves 919.14 919.45 proves O
que 919.45 919.57 que O
demostren 919.57 920.07 demostren O
que 920.07 920.42 que O
ha 920.42 920.52 ha O
sigut 920.52 920.84 sigut O
denegada 920.84 921.38 denegada O
i 922.74 922.89 i O
ara 922.89 923.36 ara O
el 924.38 924.54 el B
que 924.54 924.69 que I
dieu 924.69 924.98 dieu I
vosaltres 924.98 925.66 vosaltres I
de 925.66 925.77 de I
que 925.77 926.22 que I
la 926.67 926.87 la I
feminitzacio 926.87 927.38 feminització I
de 927.38 927.44 de I
la 927.44 927.54 la I
pobresa 927.54 927.97 pobresa I
i 927.97 928.03 i I
que 928.03 928.17 que I
perdo 929.06 929.36 perdó I
de 929.36 929.49 de I
que 929.49 930.01 que I
el 931.23 931.38 el I
que 931.38 931.48 que I
voleu 931.48 931.76 voleu I
es 931.76 931.86 és I
garantir 931.86 932.32 garantir I
drets 932.32 932.71 drets E
precisament 932.88 933.47 precisament O
garantir 933.47 934.01 garantir B
drets 934.01 934.38 drets I
i 934.39 934.49 i I
protegir-los 934.49 935.31 protegir-los I
es 935.42 935.6 és I
el 935.6 935.71 el I
que 935.71 935.83 que I
volem 935.83 936.14 volem I
fer 936.14 936.52 fer I
amb 936.88 937.24 amb I
la 937.6 938.26 la I
il*legalitzacio 939.13 939.9 il·legalització E
quan 941.18 941.4 quan O
diem 941.4 941.67 diem O
que 941.67 941.81 que O
no 941.81 942.05 no O
s'ha 942.05 942.21 s'ha O
de 942.21 942.3 de O
legalitzar 942.3 942.82 legalitzar O
la 942.82 942.91 la O
gestacio 942.91 943.38 gestació O
subrogada 943.38 944.13 subrogada O
i 945.16 945.25 i O
en 945.25 945.38 en O
tercer 945.38 945.7 tercer O
lloc 945.7 946.21 lloc O
ser 946.47 946.77 ser B
mare 946.77 947.12 mare I
i 947.15 947.27 i I
pare 947.27 947.67 pare I
es 947.68 947.99 és I
un 948.07 948.23 un I
desig 948.23 948.81 desig I
no 949.0 949.33 no I
es 949.36 949.57 és I
un 949.57 949.69 un I
dret 949.69 949.98 dret E
hi 950.16 950.32 hi B
ha 950.32 950.42 ha I
nombroses 950.42 950.9 nombroses I
alternatives 950.9 951.78 alternatives E
es 952.07 952.26 és O
legitim 952.26 952.79 legítim O
poder 952.79 953.05 poder O
comprar-ho 953.05 953.49 comprar-ho O
tot 953.49 953.85 tot O
diem 954.11 954.44 diem O
que 954.44 954.59 que O
no 954.59 955.0 no O
i 955.25 955.4 i O
quan 955.4 955.65 quan O
parleu 955.65 956.12 parleu O
de 956.12 956.23 de O
pagament 956.23 956.89 pagament O
de 957.54 957.71 de O
que 957.71 958.01 que O
tan 958.03 958.27 tan B
sols 958.27 958.68 sols I
les 958.69 959.4 les I
persones 959.4 959.84 persones I
que 959.84 959.96 que I
poden 959.96 960.24 poden I
pagar 960.24 960.55 pagar I
ho 960.55 960.71 ho I
fariem 960.72 961.26 faríem E
evidentment 961.41 962.06 evidentment O
es 962.19 962.33 és B
que 962.33 962.41 que I
es 962.41 962.51 és I
un 962.51 962.62 un I
desig 962.62 963.01 desig I
i 963.01 963.13 i I
no 963.45 963.63 no I
un 963.63 963.81 un I
dret 963.81 964.09 dret E
endavant 964.73 965.12 endavant O
quina 966.14 966.41 quina O
opinio 966.41 966.73 opinió O
li 966.73 966.84 li O
mereix 966.84 967.21 mereix O
aleshores 967.21 967.79 aleshores O
que 967.79 967.88 que O
aquesta 967.88 968.24 aquesta B
regulacio 968.24 968.9 regulació I
pugui 968.9 969.34 pugui I
evitar 969.34 969.86 evitar I
que 970.0 970.14 que I
hi 970.14 970.22 hi I
hagi 970.22 970.4 hagi I
una 970.4 970.52 una I
explotacio 970.52 971.21 explotació I
i 971.22 971.32 i I
un 971.32 971.43 un I
estat 971.43 971.76 estat I
de 971.76 971.87 de I
dret 971.87 972.19 dret I
que 972.19 972.28 que I
tenim 972.28 972.53 tenim I
a 972.53 972.58 a I
espanya 972.58 973.09 espanya I
i 973.11 973.23 i I
un 973.23 973.33 un I
sistema 973.33 973.71 sistema I
sanitari 973.71 974.21 sanitari I
garanteixi 974.22 974.83 garanteixi I
totes 974.83 975.26 totes I
tots 975.38 975.61 tots I
els 975.61 975.76 els I
drets 975.76 976.01 drets I
fonamentals 976.01 976.77 fonamentals E
ara 977.04 977.22 ara O
mateix 977.22 977.68 mateix O
el 977.75 977.89 el B
sistema 977.89 978.25 sistema I
sanitari 978.25 978.64 sanitari I
que 978.64 978.74 que I
tenim 978.74 978.98 tenim I
actualment 978.98 979.59 actualment I
garanteix 979.6 980.1 garanteix I
els 980.1 980.41 els I
drets 980.42 980.72 drets I
de 980.72 980.78 de I
les 980.78 980.94 les I
dones 980.94 981.28 dones I
independentment 981.29 982.01 independentment I
de 982.01 982.1 de I
si 982.1 982.26 si I
els 982.26 982.35 els I
seus 982.35 982.67 seus I
bebes 982.84 983.27 bebès I
son 983.27 983.5 són I
per 983.5 983.61 per I
gestacio 983.61 984.01 gestació I
subrogada 984.01 984.58 subrogada I
o 984.77 984.93 o I
no 984.93 985.32 no E
doncs 985.55 985.94 doncs O
legalitzar-lo 986.05 986.82 legalitzar-lo B
o 986.83 986.94 o I
no 986.94 987.28 no I
no 987.29 987.43 no I
comportaria 987.43 988.03 comportaria I
cap 988.1 988.31 cap I
diferencia 988.31 989.0 diferència I
en 989.11 989.2 en I
la 989.2 989.3 la I
proteccio 989.3 989.83 protecció I
de 989.83 989.98 de I
la 989.98 990.1 la I
dona 990.1 990.47 dona E
de 990.88 990.99 de O
tota 990.99 991.22 tota O
manera 991.22 991.67 manera O
el 991.87 992.0 el O
nostre 992.0 992.26 nostre O
equip 992.26 992.58 equip O
es 992.59 992.73 es O
reafirma 992.73 993.17 reafirma O
en 993.17 993.26 en O
que 993.26 993.38 que O
no 993.38 993.56 no O
s'hauria 993.56 993.96 s'hauria O
de 993.96 994.66 de O
legalitzar 994.96 995.59 legalitzar O
la 995.59 995.71 la O
gestacio 995.71 996.16 gestació O
subrogada 996.16 996.89 subrogada O
i 997.27 997.36 i O
us 997.36 997.49 us O
plantege 997.49 997.84 plantege O
una 997.84 997.96 una B
pregunta 997.96 998.49 pregunta I
que 998.55 998.65 que I
es 998.65 998.96 és I
una 999.02 999.22 una I
familia 999.22 999.74 família I
una 1000.21 1000.41 una I
familia 1000.41 1000.79 família I
no 1000.79 1000.88 no I
es 1000.88 1000.98 és I
mes 1000.98 1001.26 més I
que 1001.28 1001.38 que I
un 1001.38 1001.46 un I
constructe 1001.46 1002.12 constructe I
social 1002.14 1002.8 social I
es 1003.05 1003.32 és I
egoista 1003.34 1004.0 egoista I
voler 1004.0 1004.51 voler I
traure 1005.13 1005.62 traure I
mes 1005.64 1005.89 més I
nadons 1005.89 1006.39 nadons I
al 1006.46 1006.6 al I
mon 1006.61 1008.4 món E
i 1008.41 1008.65 i O
n'hi 1008.66 1008.86 n'hi B
han 1008.86 1009.03 han I
col*lectius 1009.03 1009.7 col·lectius I
n'hi 1009.95 1010.1 n'hi I
ha 1010.1 1010.15 ha I
un 1010.15 1010.23 un I
col*lectiu 1010.23 1010.83 col·lectiu I
que 1010.84 1011.41 que I
te 1011.89 1012.45 té I
referent 1012.46 1012.91 referent I
a 1012.91 1012.98 a I
valencia 1012.98 1013.56 valència I
que 1013.57 1013.68 que I
ja 1013.68 1013.82 ja I
s'ha 1013.82 1013.94 s'ha I
posicionat 1013.94 1014.43 posicionat I
en 1014.43 1014.54 en I
contra 1014.54 1014.81 contra I
de 1014.81 1014.88 de I
la 1014.88 1014.98 la I
gestacio 1014.98 1015.42 gestació I
subrogada 1015.42 1016.08 subrogada E
parlar 1017.31 1017.66 parlar B
d'economia 1017.66 1018.43 d'economia I
desitjos 1018.53 1019.24 desitjos I
percentatges 1019.24 1020.19 percentatges I
i 1020.2 1020.31 i I
drets 1020.31 1020.63 drets I
esta 1020.64 1020.86 està I
molt 1020.86 1021.04 molt I
be 1021.04 1021.29 bé E
pero 1021.6 1021.83 però B
no 1021.83 1021.93 no I
ens 1021.93 1022.09 ens I
pot 1022.09 1022.29 pot I
desviar 1022.29 1022.61 desviar I
del 1022.61 1022.73 del I
que 1022.73 1022.8 que I
estem 1022.8 1023.02 estem I
parlant 1023.02 1023.31 parlant I
realment 1023.31 1023.82 realment I
que 1024.05 1024.17 que I
son 1024.17 1024.43 són I
essers 1024.45 1024.95 éssers I
humans 1025.04 1025.6 humans I
amb 1025.81 1025.99 amb I
sentiments 1025.99 1026.76 sentiments I
i 1026.94 1027.04 i I
amb 1027.04 1027.18 amb I
particularitats 1027.18 1028.15 particularitats I
que 1028.44 1028.55 que I
els 1028.55 1028.7 els I
fan 1028.7 1029.02 fan I
essers 1031.09 1031.45 éssers I
humans 1031.45 1031.94 humans E
el 1032.57 1032.76 el B
neonatoleg 1032.76 1033.38 neonatòleg I
nils 1033.38 1033.65 nils I
bergman 1033.65 1034.19 bergman I
diu 1034.41 1034.74 diu I
que 1034.75 1034.86 que I
el 1034.86 1034.96 el I
pitjor 1034.96 1035.35 pitjor I
que 1035.35 1035.45 que I
li 1035.45 1035.55 li I
pot 1035.55 1035.76 pot I
passar 1035.76 1036.06 passar I
a 1036.06 1036.13 a I
un 1036.13 1036.25 un I
nounat 1036.25 1036.71 nounat I
es 1036.73 1036.89 és I
que 1036.89 1036.98 que I
el 1036.98 1037.05 el I
separen 1037.05 1037.56 separen I
de 1037.83 1037.97 de I
la 1037.97 1038.07 la I
seua 1038.07 1038.52 seua I
mare 1038.68 1039.02 mare E
i 1040.19 1040.3 i O
aixo 1040.3 1041.23 això B
ens 1042.14 1042.3 ens I
deriva 1042.3 1042.86 deriva I
al 1042.89 1043.18 al I
nostre 1043.26 1043.6 nostre I
posicionament 1043.6 1044.31 posicionament I
que 1044.31 1044.42 que I
es 1044.42 1044.69 és I
revisar 1044.89 1045.71 revisar I
els 1045.74 1045.98 els I
tramits 1045.98 1046.33 tràmits I
de 1046.33 1046.41 de I
l'adopcio 1046.41 1047.04 l'adopció I
sempre 1047.24 1047.94 sempre I
en 1048.04 1048.2 en I
benefici 1048.2 1048.76 benefici I
del 1048.76 1048.94 del I
xiquet 1048.94 1049.5 xiquet E
aixo 1050.53 1051.02 això B
acabaria 1051.04 1051.76 acabaria I
amb 1052.02 1052.21 amb I
la 1052.21 1052.29 la I
mercantilitzacio 1052.29 1053.46 mercantilització I
explotacio 1053.65 1054.52 explotació I
i 1054.53 1054.63 i I
aprofitament 1054.63 1055.33 aprofitament I
de 1055.33 1055.39 de I
les 1055.39 1055.54 les I
dones 1055.54 1056.05 dones E
per 1056.55 1056.69 per O
aixo 1056.69 1057.1 això O
ens 1057.12 1057.37 ens O
reafirmem 1057.37 1058.08 reafirmem O
l'equip 1058.62 1059.04 l'equip O
de 1059.04 1059.13 de O
la 1059.13 1059.24 la B
u 1059.24 1059.37 u I
m 1059.38 1059.47 m I
h 1059.47 1059.84 h I
es 1059.85 1059.99 es I
posiciona 1059.99 1060.6 posiciona I
rotundament 1060.6 1061.26 rotundament I
en 1061.26 1061.44 en I
contra 1061.44 1061.98 contra I
de 1062.11 1062.24 de I
la 1062.24 1062.31 la I
legalitzacio 1062.31 1063.1 legalització I
de 1063.28 1063.37 de I
la 1063.37 1063.45 la I
gestacio 1063.45 1063.83 gestació I
subrogada 1063.83 1064.49 subrogada I
moltes 1064.56 1064.88 moltes I
gracies 1064.88 1065.39 gràcies I
*** 1064.88 1065.39 *** I
arg1 1065.49 1067.9 arg1 I
favour 1069.23 1069.49 favour I
moltes 1114.6 1114.9 moltes I
gracies 1114.9 1115.38 gràcies I
el 1115.43 1115.54 el I
meu 1115.54 1115.64 meu I
nom 1115.64 1115.8 nom I
es 1115.8 1115.92 és I
carla 1115.92 1116.17 carla I
gonzalez 1116.17 1116.67 gonzàlez I
i 1116.68 1116.77 i I
procedir 1116.77 1117.26 procedir I
a 1117.26 1117.31 a I
realitzar 1117.31 1117.71 realitzar I
el 1117.71 1117.77 el I
primer 1117.77 1118.0 primer I
torn 1118.0 1118.18 torn I
de 1118.18 1118.26 de I
refundacio 1118.26 1118.78 refundació I
de 1118.78 1118.87 de I
l'equip 1118.87 1119.14 l'equip I
a 1119.14 1119.19 a I
favor 1119.19 1119.59 favor I
si 1119.82 1120.14 sí I
hem 1120.23 1120.38 hem I
de 1120.38 1120.49 de I
legalitzar 1120.49 1120.95 legalitzar I
la 1120.95 1121.01 la I
gestacio 1121.01 1121.35 gestació I
subrogada 1121.35 1121.88 subrogada I
per 1122.26 1122.42 per I
que 1122.42 1122.67 què I
l'equip 1123.09 1123.34 l'equip I
contrari 1123.34 1123.63 contrari I
ens 1123.63 1123.77 ens I
porta 1123.77 1123.98 porta I
una 1123.98 1124.09 una I
linia 1124.09 1124.3 línia I
basada 1124.3 1124.6 basada I
en 1124.6 1124.66 en I
que 1124.66 1124.73 que I
la 1124.73 1124.8 la I
gestacio 1124.8 1125.16 gestació I
subrogada 1125.16 1125.67 subrogada I
es 1125.72 1125.92 és I
molt 1126.01 1126.37 molt I
dolenta 1126.37 1126.81 dolenta E
no 1127.09 1127.23 no B
obstant 1127.23 1127.54 obstant I
aixo 1127.54 1127.68 això I
es 1127.68 1127.75 és I
un 1127.75 1127.83 un I
altre 1127.83 1128.01 altre I
debat 1128.01 1128.24 debat E
no 1128.24 1128.3 no O
estem 1128.3 1128.51 estem O
parlant 1128.51 1128.74 parlant O
en 1128.74 1128.81 en O
si 1128.81 1128.91 si O
la 1128.91 1128.97 la B
gestacio 1128.97 1129.31 gestació I
subrogada 1129.31 1129.8 subrogada I
es 1129.81 1129.94 és I
bona 1129.94 1130.19 bona I
dolenta 1130.19 1130.52 dolenta E
estem 1130.52 1130.72 estem O
parlant 1130.72 1131.05 parlant O
si 1131.05 1131.13 si O
s'ha 1131.13 1131.27 s'ha B
de 1131.27 1131.35 de I
legalitzar 1131.35 1131.77 legalitzar I
o 1131.77 1131.81 o I
no 1131.81 1132.03 no E
es 1132.64 1132.82 és O
mes 1132.82 1133.12 més O
la 1133.35 1133.43 la O
seva 1133.43 1133.65 seva O
linia 1133.65 1133.87 línia O
es 1133.87 1133.96 es O
basa 1133.96 1134.31 basa O
en 1134.5 1134.65 en O
si 1134.65 1134.76 si O
tot 1134.76 1134.94 tot O
ho 1134.94 1134.99 ho O
podem 1134.99 1135.27 podem O
comprar 1135.27 1135.63 comprar O
i 1135.63 1135.71 i O
ells 1135.71 1135.82 ells O
diuen 1135.82 1136.05 diuen O
que 1136.05 1136.16 que O
no 1136.16 1136.27 no O
pero 1136.27 1136.45 però O
nosaltres 1136.48 1136.98 nosaltres O
tambe 1136.98 1137.42 també O
diem 1137.43 1137.82 diem O
que 1137.82 1137.99 que O
no 1137.99 1138.19 no O
perque 1138.58 1139.08 perquè O
quan 1139.68 1139.86 quan O
vostes 1139.86 1140.22 vostés O
parlen 1140.22 1140.7 parlen O
de 1140.92 1141.07 de O
la 1141.07 1141.13 la O
fal*lacia 1141.13 1141.54 fal·làcia O
generalitzacio 1141.54 1142.06 generalització B
del 1142.06 1142.24 del I
regne 1142.27 1142.5 regne I
unit 1142.5 1142.76 unit E
nomes 1142.9 1143.24 només B
un 1143.24 1143.31 un I
exemple 1143.31 1143.79 exemple I
dient 1143.79 1144.12 dient I
que 1144.12 1144.29 que I
al 1144.74 1144.85 al I
final 1144.85 1145.19 final I
el 1145.19 1145.29 el I
regne 1145.29 1145.53 regne I
unit 1145.53 1145.78 unit I
no 1145.78 1145.87 no I
era 1145.87 1145.97 era I
altruista 1145.97 1146.58 altruista E
el 1146.89 1146.97 el O
que 1146.97 1147.08 que O
nosaltres 1147.08 1147.41 nosaltres O
defensem 1147.47 1147.93 defensem O
es 1147.93 1148.05 és B
que 1148.05 1148.12 que I
aixo 1148.12 1148.37 això I
en 1148.38 1148.49 en I
primer 1148.49 1148.76 primer I
lloc 1148.76 1149.01 lloc I
es 1149.02 1149.18 és I
d'una 1149.18 1149.54 d'una I
mala 1149.54 1149.74 mala I
legislacio 1149.74 1150.36 legislació I
i 1150.69 1150.8 i I
d'una 1150.8 1151.28 d'una I
mala 1151.31 1151.58 mala I
legalitzacio 1151.58 1152.12 legalització I
com 1152.12 1152.29 com I
ja 1152.29 1152.38 ja I
es 1152.38 1152.45 es I
va 1152.45 1152.55 va I
demostrar 1152.55 1153.04 demostrar E
es 1153.35 1153.52 és O
mes 1153.52 1153.86 més O
al 1154.12 1154.32 al B
regne 1154.32 1154.53 regne I
unit 1154.53 1154.82 unit I
acudir 1154.83 1155.1 acudir I
en 1155.1 1155.16 en I
altres 1155.16 1155.4 altres I
paisos 1155.4 1155.77 països I
per 1155.77 1155.92 per I
explotar 1155.92 1156.36 explotar I
les 1156.36 1156.48 les I
dones 1156.48 1156.72 dones I
alla 1156.72 1156.94 allà I
perque 1156.94 1157.16 perquè I
no 1157.16 1157.23 no I
s'estava 1157.23 1157.55 s'estava I
legislant 1157.55 1157.91 legislant I
correctament 1157.91 1158.45 correctament E
no 1159.24 1159.37 no O
obstant 1159.37 1159.81 obstant O
amb 1159.94 1160.08 amb O
el 1160.08 1160.14 el O
contraexemple 1160.14 1160.68 contraexemple O
del 1160.68 1160.78 del O
canada 1160.78 1161.08 canadà O
que 1161.08 1161.19 que O
no 1161.19 1161.25 no O
han 1161.25 1161.31 han O
sigut 1161.31 1161.54 sigut O
capaces 1161.54 1161.91 capaces O
de 1161.91 1161.98 de O
